ability,"ability (n.) 能力、才幹
favor,"favor (n./v.) 幫助、偏愛
【詞性變化】
favorable (adj.) 有利的、贊同的
【搭配詞】
do someone a favor 幫某人一個忙
in favor of 支持、贊成
【例句】
Could you do me a favor? (你能幫我一個忙嗎？)"
feeling,"feeling (n.) 感覺、情感
【詞性變化】
feel (v.) 感覺
【搭配詞】
a feeling of relief 鬆了一口氣的感覺
hurt someone's feelings 傷害某人的感情
【例句】
I have a feeling that something is wrong. (我有一種不對勁的感覺。)"
festival,"festival (n.) 節日、慶典
【搭配詞】
music festival 音樂節
traditional festival 傳統節日
【例句】
Chinese New Year is the most important festival in Taiwan. (農曆新年是台灣最重要的節日。)"
field,"field (n.) 田野、領域
【搭配詞】
in the field of science 在科學領域
football field 足球場
【例句】
He is an expert in the field of medicine. (他是醫學領域的專家。)"
finally,"finally (adv.) 最後、終於
【詞性變化】
final (adj.) 最後的
【例句】
After hours of waiting, the train finally arrived. (等了幾個小時後，火車終於到了。)"
finance,"finance (n./v.) 財務、資助
【詞性變化】
financial (adj.) 財務的
【搭配詞】
personal finance 個人理財
financial problem 財務問題
【例句】
The government is trying to improve the country's finance. (政府正試圖改善國家的財政。)"
finish,"finish (v./n.) 完成、結束
【搭配詞】
finish doing something 做完某事
from start to finish 從頭到尾
【例句】
I will finish my homework before dinner. (我會在晚餐前完成我的功課。)"
fit,"fit (v./adj.) 合身、健康的
【搭配詞】
keep fit 保持健康
fit in with 與...相契合
【例句】
These shoes don't fit me. (這些鞋子不合我的腳。)"
focus,"focus (v./n.) 焦點、集中
【搭配詞】
focus on 集中於
main focus 主要焦點
【例句】
We need to focus on solving the problem. (我們需要集中精力解決問題。)"
foreign,"foreign (adj.) 外國的
【詞性變化】
foreigner (n.) 外國人
【搭配詞】
foreign language 外語
foreign policy 外交政策
【例句】
She enjoys traveling to foreign countries. (她喜歡去外國旅遊。)"
forget,"forget (v.) 忘記
【搭配詞】
forget to do something 忘記去做某事
forget doing something 忘記曾做過某事
【例句】
Don't forget to lock the door. (別忘了鎖門。)"
formal,"formal (adj.) 正式的
【詞性變化】
informal (adj.) 非正式的
【搭配詞】
formal clothes 正式服裝
formal meeting 正式會議
【例句】
This is a formal party, so please wear a suit. (這是一個正式派對，所以請穿西裝。)"
freedom,"freedom (n.) 自由
【詞性變化】
free (adj.) 自由的、免費的
【搭配詞】
freedom of speech 言論自由
religious freedom 宗教自由
【例句】
Everyone has the right to freedom. (每個人都有獲得自由的權利。)"
fresh,"fresh (adj.) 新鮮的
【搭配詞】
fresh fruit 新鮮水果
fresh air 新鮮空氣
【例句】
I love the smell of fresh coffee in the morning. (我喜歡早上新鮮咖啡的味道。)"
friend,"friend (n.) 朋友
【詞性變化】
friendly (adj.) 友好的
friendship (n.) 友誼
【搭配詞】
make friends with 與...交朋友
best friend 最好的朋友
【例句】
She has been my best friend since childhood. (她從小就是我最好的朋友。)"
future,"future (n./adj.) 未來
【搭配詞】
in the future 在未來
future plans 未來計劃
【例句】
No one can predict the future. (沒有人能預測未來。)"
gain,"gain (v./n.) 獲得、增加
【搭配詞】
gain experience 獲得經驗
gain weight 體重增加
【例句】
You have nothing to lose and everything to gain. (你沒什麼好損失的，卻有一切可以獲得。)"
gather,"gather (v.) 聚集、收集
【詞性變化】
gathering (n.) 聚會
【搭配詞】
gather information 收集資訊
gather around 聚集在...周圍
【例句】
A crowd gathered to watch the performance. (人群聚集起來觀看表演。)"
general,"general (adj.) 一般的、普遍的
【詞性變化】
generally (adv.) 通常地
【搭配詞】
in general 一般而言
general knowledge 常識
【例句】
This is a matter of general concern. (這是一個大眾普遍關注的問題。)"
generous,"generous (adj.) 慷慨的
【詞性變化】
generosity (n.) 慷慨
【搭配詞】
be generous to/with 對...很慷慨
【例句】
It was very generous of you to lend me the money. (你借錢給我真是太慷慨了。)"
goal,"goal (n.) 目標、(足球等)進球
【搭配詞】
set a goal 設定目標
achieve a goal 達成目標
【例句】
My goal is to finish this book by the end of the week. (我的目標是在週末前讀完這本書。)"
government,"government (n.) 政府
【詞性變化】
govern (v.) 統治、管理
【搭配詞】
local government 地方政府
government official 政府官員
【例句】
The government is planning to build a new hospital. (政府正計劃建造一所新醫院。)"
grade,"grade (n.) 年級、成績
【搭配詞】
good grades 好成績
first grade 一年級
【例句】
He is in the tenth grade. (他現在讀十年級。)"
graduate,"graduate (v./n.) 畢業、畢業生
【詞性變化】
graduation (n.) 畢業(典禮)
【搭配詞】
graduate from university 從大學畢業
【例句】
She graduated from high school last year. (她去年從高中畢業。)"
habit,"habit (n.) 習慣
【詞性變化】
habitual (adj.) 習慣性的
【搭配詞】
break a habit 打破習慣
form a habit 養成習慣
【例句】
Smoking is a bad habit that is hard to break. (吸煙是一個很難戒掉的壞習慣。)"
happen,"happen (v.) 發生
【搭配詞】
happen to someone 發生在某人身上
【例句】
What happened to your car? (你的車怎麼了？)"
health,"health (n.) 健康
【詞性變化】
healthy (adj.) 健康的
【搭配詞】
in good health 身體健康
public health 公共衛生
【例句】
Exercise is good for your health. (運動對你的健康有好處。)"
heart,"heart (n.) 心臟、中心、心意
【搭配詞】
heart attack 心臟病發作
learn by heart 背誦
【例句】
The town is located in the heart of the valley. (這個小鎮位於山谷的中心。)"
heavy,"heavy (adj.) 重的、大量的
【搭配詞】
heavy rain 大雨
heavy traffic 交通擁擠
【例句】
This suitcase is too heavy for me to carry. (這個行李箱太重了，我提不動。)"
height,"height (n.) 高度、身高
【詞性變化】
high (adj.) 高的
【搭配詞】
average height 平均身高
【例句】
What is your height? (你身高多少？)"
history,"history (n.) 歷史
【詞性變化】
historical (adj.) 歷史的
historic (adj.) 具有歷史意義的
【搭配詞】
world history 世界歷史
in history 歷史上
【例句】
She is interested in Chinese history. (她對中國歷史感興趣。)"
hobby,"hobby (n.) 嗜好、業餘愛好
【搭配詞】
collecting stamps is my hobby 集郵是我的嗜好
【例句】
My father's hobby is gardening. (我父親的嗜好是園藝。)"
holiday,"holiday (n.) 假期、節日
【搭配詞】
on holiday 度假中
public holiday 公眾假期
【例句】
Where are you going for your summer holiday? (你暑假要去哪裡？)"
hope,"hope (v./n.) 希望
【詞性變化】
hopeful (adj.) 充滿希望的
hopeless (adj.) 絕望的
【搭配詞】
hope for the best 抱最好的希望
lose hope 失去希望
【例句】
I hope that you will feel better soon. (我希望你很快就會好起來。)"
hospital,"hospital (n.) 醫院
【搭配詞】
in the hospital 住院
go to the hospital 去醫院
【例句】
He was taken to the hospital after the accident. (事故發生後，他被送往醫院。)"
hundred,"hundred (n.) 一百
【搭配詞】
hundreds of 數以百計的
【例句】
Hundreds of people attended the concert. (數百人參加了這場演唱會。)"
ignore,"ignore (v.) 忽視、理睬
【詞性變化】
ignorant (adj.) 無知的
ignorance (n.) 無知
【例句】
You can't just ignore the problem and hope it goes away. (你不能只是忽視問題並希望它自動消失。)"
imagine,"imagine (v.) 想像
【詞性變化】
imagination (n.) 想像力
imaginary (adj.) 想像中的、虛構的
【搭配詞】
imagine doing something 想像做某事
【例句】
Can you imagine living on Mars? (你能想像住在火星上嗎？)"
immediate,"immediate (adj.) 立即的、直接的
【詞性變化】
immediately (adv.) 立即地
【搭配詞】
immediate response 立即反應
immediate future 不久的將來
【例句】
The patient needs immediate medical attention. (病人需要立即的醫療照護。)"
important,"important (adj.) 重要的
【詞性變化】
importance (n.) 重要性
【搭配詞】
play an important role 扮演重要角色
it is important to do something 做某事很重要
【例句】
It is important to drink plenty of water every day. (每天喝足夠的水是很重要的。)"
improve,"improve (v.) 改進、改善
【詞性變化】
improvement (n.) 改進、進步
【搭配詞】
improve English 改善英文
improve the situation 改善情況
【例句】
I hope to improve my speaking skills. (我希望能提高我的口說能力。)"
include,"include (v.) 包含、包括
【詞性變化】
including (prep.) 包括
【搭配詞】
service included 已含服務費
【例句】
The price includes breakfast and dinner. (價格包括早餐和晚餐。)"
increase,"increase (v./n.) 增加
【詞性變化】
increasingly (adv.) 漸增地
【搭配詞】
increase in population 人口增加
increase the price 提高價格
【例句】
The cost of living is continuing to increase. (生活成本正在持續增加。)"
independent,"independent (adj.) 獨立的
【詞性變化】
independence (n.) 獨立
【搭配詞】
independent of 獨立於...之外
Independence Day 獨立紀念日
【例句】
She is a strong and independent woman. (她是一位堅強且獨立的女性。)"
influence,"influence (n./v.) 影響
【詞性變化】
influential (adj.) 有影響力的
【搭配詞】
have an influence on 對...有影響
under the influence of 在...的影響下
【例句】
My parents have had a big influence on my life. (我的父母對我的人生產生了很大的影響。)"
information,"information (n.) 資訊、消息
【詞性變化】
inform (v.) 通知
informative (adj.) 資訊豐富的
【搭配詞】
a piece of information 一則資訊
useful information 有用的資訊
【例句】
I need more information before I can make a decision. (在做決定之前，我需要更多資訊。)"
injury,"injury (n.) 受傷、損害
【詞性變化】
injure (v.) 使受傷
【搭配詞】
serious injury 嚴重的傷
head injury 頭部受傷
【例句】
He suffered a knee injury during the football match. (他在足球比賽中膝蓋受傷了。)"
innocent,"innocent (adj.) 無罪的、天真的
【詞性變化】
innocence (n.) 無罪、清白、天真
【搭配詞】
be innocent of 沒犯...罪
【例句】
The man was found innocent of all charges. (該男子被判所有指控均不成立。)"
insist,"insist (v.) 堅持
【詞性變化】
insistence (n.) 堅持
【搭配詞】
insist on doing something 堅持要做某事
insist that... 堅持認為...
【例句】
She insisted on paying for the meal. (她堅持要付飯錢。)"
instead,"instead (adv.) 反而、代替
【搭配詞】
instead of 代替、而不是
【例句】
I'll have tea instead of coffee, please. (請給我茶，不要咖啡。)"
instrument,"instrument (n.) 儀器、樂器
【搭配詞】
musical instrument 樂器
scientific instrument 科學儀器
【例句】
Do you play any musical instruments? (你會彈奏任何樂器嗎？)"
intelligent,"intelligent (adj.) 聰明的、有才智的
【詞性變化】
intelligence (n.) 智慧、情報
【搭配詞】
artificial intelligence (AI) 人工智慧
【例句】
He is the most intelligent student in the class. (他是班上最聰明的學生。)"
interest,"interest (n./v.) 興趣、利息、使感興趣
【詞性變化】
interesting (adj.) 有趣的
interested (adj.) 感興趣的
【搭配詞】
have an interest in 對...有興趣
place of interest 景點
【例句】
The film failed to capture my interest. (這部電影沒能引起我的興趣。)"
international,"international (adj.) 國際的
【搭配詞】
international airport 國際機場
international trade 國際貿易
【例句】
English is an international language. (英語是一門國際語言。)"
interrupt,"interrupt (v.) 打斷、中斷
【詞性變化】
interruption (n.) 中斷
【搭配詞】
don't interrupt me 不要打斷我
【例句】
Sorry to interrupt, but there is a phone call for you. (抱歉打斷一下，有你的電話。)"
interview,"interview (n./v.) 面試、採訪
【搭配詞】
job interview 工作面試
conduct an interview 進行採訪/面試
【例句】
I have an interview for a new job tomorrow. (我明天有個新工作的面試。)"
introduce,"introduce (v.) 介紹、引進
【詞性變化】
introduction (n.) 介紹、引言
【搭配詞】
introduce oneself 自我介紹
introduce A to B 向 B 介紹 A
【例句】
Let me introduce you to my sister. (讓我向你介紹我的妹妹。)"
invent,"invent (v.) 發明、虛構
【詞性變化】
invention (n.) 發明
inventor (n.) 發明家
【例句】
Who invented the telephone? (是誰發明電話的？)"
invite,"invite (v.) 邀請
【詞性變化】
invitation (n.) 邀請(函)
【搭配詞】
invite someone to dinner 邀請某人吃晚餐
【例句】
They invited us to their wedding. (他們邀請我們參加他們的婚禮。)"
island,"island (n.) 島嶼
【例句】
Taiwan is a beautiful island. (台灣是一個美麗的島嶼。)"
issue,"issue (n./v.) 議題、(報刊)期、發行
【搭配詞】
environmental issue 環境議題
current issue 當前議題
【例句】
They discussed the issue of global warming. (他們討論了全球暖化的議題。)"
jacket,"jacket (n.) 夾克、外套
【例句】
It's cold outside, so you should wear a jacket. (外面很冷，你應該穿件夾克。)"
journey,"journey (n.) 旅程、旅行
【搭配詞】
a long journey 長途旅程
start a journey 開始旅程
【例句】
I wish you a safe journey. (祝你一路平安。)"
judge,"judge (v./n.) 判斷、法官、評審
【詞性變化】
judgment (n.) 判斷(力)
【搭配詞】
judge by/from 根據...來判斷
【例句】
You shouldn't judge people by their looks. (你不應該以貌取人。)"
justice,"justice (n.) 正義、公平
【搭配詞】
a sense of justice 正義感
bring someone to justice 將某人繩之以法
【例句】
They are fighting for social justice. (他們正在為社會正義而戰。)"
keep,"keep (v.) 保持、保存、飼養
【搭配詞】
keep a secret 保密
keep in touch 保持聯繫
keep fit 保持健康
【例句】
Please keep the room clean. (請保持房間整潔。)"
key,"key (n./adj.) 鑰匙、關鍵、關鍵的
【搭配詞】
the key to success 成功的關鍵
key role 關鍵角色
【例句】
Hard work is the key to success. (努力是成功的關鍵。)"
knowledge,"knowledge (n.) 知識、學問
【詞性變化】
knowledgeable (adj.) 博學的
【搭配詞】
general knowledge 常識
have a good knowledge of 精通...
【例句】
Knowledge is power. (知識就是力量。)"
language,"language (n.) 語言
【搭配詞】
foreign language 外語
body language 肢體語言
native language 母語
【例句】
How many languages can you speak? (你會說幾種語言？)"
laugh,"laugh (v./n.) 笑
【詞性變化】
laughter (n.) 笑聲
【搭配詞】
laugh at someone 嘲笑某人
【例句】
She couldn't stop laughing at the joke. (她聽了那個笑話後忍不住大笑。)"
law,"law (n.) 法律
【詞性變化】
lawyer (n.) 律師
lawful (adj.) 合法的
【搭配詞】
break the law 違法
follow the law 守法
【例句】
Ignorance of the law is no excuse. (不知法不能作為藉口。)"
leader,"leader (n.) 領導者、領袖
【詞性變化】
lead (v.) 領導、引導
leadership (n.) 領導力
【搭配詞】
team leader 團隊領導
【例句】
He is a natural leader. (他天生就是個領導者。)"
learn,"learn (v.) 學習、得知
【詞性變化】
learning (n.) 學習、學問
【搭配詞】
learn from mistakes 從錯誤中學習
learn by heart 背熟
【例句】
I'm learning how to play the piano. (我正在學習如何彈鋼琴。)"
legal,"legal (adj.) 法律上的、合法的
【詞性變化】
illegal (adj.) 非法的
【搭配詞】
legal advice 法律諮詢
legal system 法律體系
【例句】
Is it legal to park here? (這裡停車合法嗎？)"
level,"level (n.) 水平、等級
【搭配詞】
sea level 海平面
entry level 入門級
【例句】
His English is at an advanced level. (他的英文水平很高級。)"
library,"library (n.) 圖書館
【詞性變化】
librarian (n.) 圖書館管理員
【搭配詞】
public library 公立圖書館
borrow books from a library 從圖書館借書
【例句】
I often study in the university library. (我經常在大圖書館學習。)"
limit,"limit (n./v.) 限制、界限
【詞性變化】
limitation (n.) 限制、缺點
limited (adj.) 有限的
【搭配詞】
speed limit 限速
within the limit 在限度內
【例句】
There is a limit to how much I can spend. (我能花多少錢是有限度的。)"
listen,"listen (v.) 聽、傾聽
【詞性變化】
listener (n.) 聽眾
【搭配詞】
listen to music 聽音樂
listen to someone's advice 聽從某人的建議
【例句】
Please listen carefully to my instructions. (請仔細聽我的指示。)"
local,"local (adj./n.) 當地的、當地人
【搭配詞】
local news 當地新聞
local food 當地美食
【例句】
We tried some local dishes during our trip. (我們在旅行中嘗試了一些當地菜餚。)"
lucky,"lucky (adj.) 幸運的
【詞性變化】
luck (n.) 運氣
luckily (adv.) 幸運地
【搭配詞】
be lucky to do something 很幸運能做某事
【例句】
You are lucky to have such a kind friend. (你有這麼好的朋友真是幸運。)"
machine,"machine (n.) 機器
【詞性變化】
machinery (n.) 機器(總稱)
【搭配詞】
washing machine 洗衣機
vending machine 販賣機
【例句】
This machine is easy to operate. (這台機器很容易操作。)"
main,"main (adj.) 主要的
【詞性變化】
mainly (adv.) 主要地
【搭配詞】
main character 主角
main course 主菜
【例句】
What is the main reason for your choice? (你做此選擇的主要原因是什麼？)"
manage,"manage (v.) 管理、設法達成
【詞性變化】
manager (n.) 經理
management (n.) 管理
【搭配詞】
manage a business 經營生意
manage to do something 設法做到某事
【例句】
How do you manage to stay so calm? (你是如何設法保持如此冷靜的？)"
market,"market (n.) 市場
【搭配詞】
supermarket 超市
night market 夜市
stock market 股市
【例句】
We bought some fresh vegetables at the night market. (我們在夜市買了一些新鮮蔬菜。)"
material,"material (n.) 材料、原料、資料
【搭配詞】
building material 建築材料
raw material 原料
reading material 閱讀材料
【例句】
What kind of material is this dress made of? (這件衣服是用什麼料子做的？)"
matter,"matter (n./v.) 事情、重要、要緊
【搭配詞】
as a matter of fact 事實上
no matter what 無論如何
【例句】
It doesn't matter what they think. (他們怎麼想並不重要。)"
medicine,"medicine (n.) 藥物、醫學
【詞性變化】
medical (adj.) 醫療的
【搭配詞】
take medicine 吃藥
modern medicine 現代醫學
【例句】
You should take the medicine three times a day. (你應該一天吃三次藥。)"
member,"member (n.) 成員、會員
【詞性變化】
membership (n.) 會員資格
【搭配詞】
family member 家庭成員
club member 俱樂部會員
【例句】
He is an active member of the tennis club. (他是網球俱樂部的活躍成員。)"
memory,"memory (n.) 記憶(力)、回憶
【詞性變化】
memorize (v.) 記住、背誦
memorable (adj.) 值得紀念的
【搭配詞】
have a good memory 記憶力好
in memory of 紀念...
【例句】
I have a bad memory for names. (我的名字記憶力很差。)"
mention,"mention (v./n.) 提到、說起
【搭配詞】
not to mention 更不用說
Don't mention it. 不客氣。
【例句】
Did she mention where she was going? (她有沒有提到她要去哪裡？)"
message,"message (n.) 訊息、留言
【詞性變化】
messenger (n.) 信差
【搭配詞】
leave a message 留言
send a message 傳訊息
【例句】
Can I take a message for him? (我可以幫他帶個話嗎？)"
method,"method (n.) 方法
【搭配詞】
teaching method 教學方法
a traditional method 傳統方法
【例句】
We need to find a better method of solving the problem. (我們需要找到一個更好的解決問題的方法。)"
million,"million (n.) 百萬
【詞性變化】
millionaire (n.) 百萬富翁
【例句】
The population of the city is over two million. (這個城市的人口超過兩百萬。)"
mistake,"mistake (n.) 錯誤
【搭配詞】
make a mistake 犯錯
by mistake 錯誤地、無意中
【例句】
We all make mistakes sometimes. (我們有時都會犯錯。)"
modern,"modern (adj.) 現代的
【詞性變化】
modernize (v.) 使現代化
【搭配詞】
modern art 現代藝術
modern society 現代社會
【例句】
The museum has a large collection of modern art. (這間博物館收藏了大量的現代藝術品。)"
moment,"moment (n.) 時刻、片刻
【搭配詞】
at the moment 此刻
for a moment 一會兒
just a moment 等一下
【例句】
Could you wait for a moment, please? (請稍等一下好嗎？)"
mountain,"mountain (n.) 山
【詞性變化】
mountainous (adj.) 多山的
【搭配詞】
climb a mountain 爬山
【例句】
Jade Mountain is the highest mountain in Taiwan. (玉山是台灣最高的山。)"
museum,"museum (n.) 博物館
【搭配詞】
art museum 美術館
history museum 歷史博物館
National Palace Museum 故宮博物院
【例句】
We spent the whole afternoon in the museum. (我們在博物館待了一整個下午。)"
nature,"nature (n.) 自然、天性
【詞性變化】
natural (adj.) 自然的
naturally (adv.) 自然地
【搭配詞】
protect nature 保護大自然
human nature 人性
【例句】
It is human nature to want to be loved. (想要被愛是人的天性。)"
necessary,"necessary (adj.) 必要的
【詞性變化】
necessity (n.) 必需品、必要性
【搭配詞】
it is necessary to do something 做某事是必要的
【例句】
Is it really necessary to buy a new car? (真的有必要買新車嗎？)"
negative,"negative (adj.) 負面的、消極的、(檢測)陰性的
【詞性變化】
positive (adj.) 正面的、陽性的
【搭配詞】
negative thinking 負面思考
negative effect 負面影響
【例句】
You should try to avoid negative thoughts. (你應該努力避免負面想法。)"
neighbor,"neighbor (n.) 鄰居
【詞性變化】
neighborhood (n.) 鄰近地區、社區
【例句】
Our neighbors are very friendly. (我們的鄰居非常友善。)"
notice,"notice (v./n.) 注意、公告、通知
【詞性變化】
noticeable (adj.) 明顯的
【搭配詞】
take notice of 注意
without notice 不經通知
【例句】
I didn't notice that she had left the room. (我沒注意到她已經離開房間了。)"
object,"object (n./v.) 物體、目標、反對
【詞性變化】
objection (n.) 反對
objective (n./adj.) 目標、客觀的
【搭配詞】
object to doing something 反對做某事
【例句】
Do you object to my smoking here? (你反對我在這裡吸煙嗎？)"
offer,"offer (v./n.) 提供、提議
【搭配詞】
offer a job 提供工作
accept an offer 接受提議
【例句】
They offered me a job in London. (他們在倫敦給我提供了一份工作。)"
opinion,"opinion (n.) 意見、看法
【搭配詞】
in my opinion 在我看來
public opinion 民意
【例句】
What is your opinion on this matter? (你對這件事有什麼看法？)"
opportunity,"opportunity (n.) 機會
【搭配詞】
take the opportunity 把握機會
miss an opportunity 錯失機會
【例句】
Don't miss the opportunity to study abroad. (不要錯過出國留學的機會。)"
opposite,"opposite (adj./n./prep.) 相反的、對面
【搭配詞】
the opposite direction 相反的方向
just the opposite 正好相反
【例句】
My house is opposite the park. (我家在公園對面。)"
order,"order (n./v.) 命令、訂購、順序、點餐
【搭配詞】
in order 按順序
out of order 故障
place an order 下訂單
in order to 為了...
【例句】
The elevator is out of order. (電梯故障了。)"
pain,"pain (n.) 疼痛、痛苦
【詞性變化】
painful (adj.) 疼痛的
【搭配詞】
have a pain in one's back 背痛
a sharp pain 劇痛
【例句】
I felt a sharp pain in my foot. (我覺得腳部一陣劇痛。)"
parent,"parent (n.) 父母(之一)
【搭配詞】
single parent 單親家長
【例句】
Children should respect their parents. (孩子應該尊重父母。)"
patient,"patient (adj./n.) 有耐心的、病人
【詞性變化】
patience (n.) 耐心
【搭配詞】
be patient with 對...有耐心
【例句】
You need to be patient with children. (你對孩子需要有耐心。)"
peace,"peace (n.) 和平、平靜
【詞性變化】
peaceful (adj.) 和平的、平靜的
【搭配詞】
world peace 世界和平
in peace 平平安安地
【例句】
I hope we can live in peace. (我希望我們能生活在和平之中。)"
perfect,"perfect (adj.) 完美的
【詞性變化】
perfection (n.) 完美
【例句】
The weather was perfect for a picnic. (天氣非常適合野餐。)"
perhaps,"perhaps (adv.) 或許、可能
【例句】
Perhaps it will rain this afternoon. (今天下午或許會下雨。)"
personal,"personal (adj.) 個人的、私人的
【詞性變化】
personally (adv.) 親自、就個人而言
personality (n.) 個性
【搭配詞】
personal information 個人資料
personal opinion 個人意見
【例句】
That's my personal business. (那是我的私事。)"
physical,"physical (adj.) 身體的、物理的、物質的
【詞性變化】
physics (n.) 物理學
physician (n.) 內科醫生
【搭配詞】
physical health 身體健康
physical education (PE) 體育
【例句】
Exercise is good for your physical health. (運動對你的身體健康有好處。)"
plan,"plan (n./v.) 計劃
【搭配詞】
make a plan 制定計劃
plan to do something 計劃做某事
【例句】
What are your plans for the weekend? (你週末有什麼計劃？)"
pleasant,"pleasant (adj.) 令人愉快的
【詞性變化】
please (v.) 使高興、請
pleasure (n.) 快樂、榮幸
【搭配詞】
a pleasant trip 愉快的旅行
【例句】
We had a very pleasant evening together. (我們一起度過了一個非常愉快的夜晚。)"
polite,"polite (adj.) 有禮貌的
【詞性變化】
politely (adv.) 有禮貌地
politeness (n.) 禮貌
【搭配詞】
it is polite to do something 做某事是有禮貌的
【例句】
It's important to be polite to everyone. (對每個人都有禮貌是很重要的。)"
pollution,"pollution (n.) 污染
【詞性變化】
pollute (v.) 污染
【搭配詞】
air pollution 空氣污染
water pollution 水污染
【例句】
Pollution is a serious problem in big cities. (大城市的污染問題很嚴重。)"
popular,"popular (adj.) 受歡迎的、流行的
【詞性變化】
popularity (n.) 流行、聲望
【搭配詞】
be popular with 受...歡迎
popular music 流行音樂
【例句】
Football is the most popular sport in the world. (足球是世界上最受歡迎的運動。)"
population,"population (n.) 人口
【例句】
The population of Taiwan is about 23 million. (台灣的人口大約兩千三百萬。)"
position,"position (n.) 位置、職位、觀點
【搭配詞】
in a difficult position 處境困難
apply for a position 申請職位
【例句】
What is your position on this issue? (你對這個問題的立場是什麼？)"
possible,"possible (adj.) 可能的
【詞性變化】
impossible (adj.) 不可能的
possibility (n.) 可能性
【搭配詞】
as soon as possible 盡快
it is possible that... 有可能...
【例句】
Is it possible to finish the work today? (今天有可能完成這項工作嗎？)"
practice,"practice (n./v.) 練習、實踐、執行
【詞性變化】
practical (adj.) 實用的
【搭配詞】
put into practice 付諸實行
piano practice 鋼琴練習
【例句】
Practice makes perfect. (熟能生巧。)"
prepare,"prepare (v.) 準備
【詞性變化】
preparation (n.) 準備
【搭配詞】
prepare for an exam 為考試做準備
prepare a meal 準備餐點
【例句】
She is busy preparing for her trip. (她正忙著為旅行做準備。)"
present,"present (n./adj./v.) 禮物、現在、目前的、出席的、贈送、呈現
【詞性變化】
presence (n.) 出席、存在
presentation (n.) 報告、呈現
【搭配詞】
at present 目前
birthday present 生日禮物
be present at 出席...
【例句】
I gave her a book as a birthday present. (我送給她一本書作為生日禮物。)"
president,"president (n.) 總統、校長、董事長
【搭配詞】
the President of the United States 美國總統
【例句】
Who is the current president of the company? (公司的現任董事長是誰？)"
pressure,"pressure (n.) 壓力
【詞性變化】
press (v.) 壓、按
【搭配詞】
blood pressure 血壓
under pressure 在壓力之下
peer pressure 同儕壓力
【例句】
Many students are under heavy pressure from exams. (許多學生承受著巨大的考試壓力。)"
prevent,"prevent (v.) 預防、阻止
【詞性變化】
prevention (n.) 預防
【搭配詞】
prevent someone from doing something 阻止某人做某事
【例句】
Seat belts help to prevent injuries in car accidents. (安全帶有助於預防車禍受傷。)"
